PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,Oi 6,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,SpinAxis3dVectorX,SpinAxis3dVectorY,SpinAxis3dVectorZ,SpinAxis3dSeamOrientationRotationX,SpinAxis3dSeamOrientationRotationY,SpinAxis3dSeamOrientationRotationZ,SpinAxis3dSeamOrientationBallAngleHorizontalAmb1,SpinAxis3dSeamOrientationBallAngleVerticalAmb1,SpinAxis3dSeamOrientationBallXAmb1,SpinAxis3dSeamOrientationBallYAmb1,SpinAxis3dSeamOrientationBallZAmb1,SpinAxis3dSeamOrientationBallAngleHorizontalAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb2,SpinAxis3dSeamOrientationBallXAmb2,SpinAxis3dSeamOrientationBallYAmb2,SpinAxis3dSeamOrientationBallZAmb2,SpinAxis3dSeamOrientationBallAngleHorizontalAmb3,SpinAxis3dSeamOrientationBallAngleVerticalAmb3,SpinAxis3dSeamOrientationBallXAmb3,SpinAxis3dSeamOrientationBallYAmb3,SpinAxis3dSeamOrientationBallZAmb3,SpinAxis3dSeamOrientationBallAngleHorizontalAmb4,SpinAxis3dSeamOrientationBallAngleVerticalAmb4,SpinAxis3dSeamOrientationBallXAmb4,SpinAxis3dSeamOrientationBallYAmb4,SpinAxis3dSeamOrientationBallZAmb4
239,10/5/2024,01:43.9,3,1,"Laisure, Josh",1000234939,Right,TOL_ROC,"Howard, Billy",1000076893,Right,ASH_UNI,Undefined,8,Top,1,0,0,Fastball,Sinker,InPlay,Undefined,GroundBall,Out,2,0,,90.09839,-1.022626,-2.203657,1832.620356,228.796365,1:45,5.05699,1.60047,5.54262,-21.25312,13.66367,14.32406,2.32937,0.73365,82.24588,-4.99328,0.349504,0.425293,,,,,,,,,,,,-7.89067,7.53225,-1.41939,50,4.95444,4.39952,-130.74246,-3.06133,-13.64255,27.85546,-19.15117,TOL_ROC,ASH_UNI,ScottPark,TeamExclusive,Team,20241005-ScottPark-Private-1,e1c58340-8343-11ef-8cc6-2f507be82399,88.62693,,,7.85251,,,,,,,4e74ce72-b89b-450a-9909-425843ca13a9,10/5/2024,01:43.9,2024-10-05T14:01:43.9485452-04:00,2024-10-05T18:01:43.9485452Z,,v3,471468,,,"White, Brayden",1000223004,Right,TOL_ROC,eb3398ea-0ade-473a-8d74-58039ff5b2a1,54.95604,-131.79415,13.92773,5.05637,-2.33828,-9.57559,-1.59521,4.9146,-6.82127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,237.737175,-9.117106,1809.468024,0.987367,2:00,0.152934,-0.831964,-0.533335,56.096794,31.498032,56.990896,92.956993,14.164346,0.968307,0.244704,-0.050018,78.447756,75.536473,0.244704,0.968307,0.050018,-78.447756,-75.536473,-0.244704,-0.968307,0.050018,-92.956993,-14.164346,-0.968307,-0.244704,-0.050018
240,10/5/2024,04:13.2,1,1,"Carter, Chase",10067429,Right,ASH_UNI,"Walton, Luke",10012651,Left,TOL_ROC,Undefined,8,Bottom,0,0,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,87.5643,0.584126,-4.425555,2167.449673,235.558159,1:45,4.53883,2.97803,6.63571,-22.46367,13.55973,17.88336,3.20324,0.40869,78.76841,-3.727059,-1.183655,0.43198,,,,,,,,,,,,-10.69485,7.30957,-2.68428,50,4.56911,9.1099,-126.83856,0.70302,-17.17979,29.31899,-20.4322,TOL_ROC,ASH_UNI,ScottPark,TeamExclusive,Team,20241005-ScottPark-Private-1,3ac1d110-8344-11ef-8cc6-2f507be82399,87.25499,,,8.79589,,,,,,,4e74ce72-b89b-450a-9909-425843ca13a9,10/5/2024,04:13.2,2024-10-05T14:04:13.1930636-04:00,2024-10-05T18:04:13.1930636Z,,v3,471468,,,"Peltz, Ben",1000370416,Right,ASH_UNI,002f858a-2dd0-4520-a225-1fe03d010231,53.85952,-127.72758,14.6595,4.53841,1.32257,-10.2161,-2.96841,9.63083,-8.5899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,244.033222,-8.640952,2142.847489,0.988649,2:15,0.107349,-0.890329,-0.442483,-44.602883,-19.972512,-37.911492,153.753258,-0.57539,0.442215,-0.010042,-0.896853,0.641529,-26.245318,0.010042,-0.442215,0.896853,-0.641529,26.245318,-0.010042,0.442215,0.896853,-153.753258,0.57539,-0.442215,0.010042,-0.896853
241,10/5/2024,04:27.2,1,2,"Carter, Chase",10067429,Right,ASH_UNI,"Walton, Luke",10012651,Left,TOL_ROC,Undefined,8,Bottom,0,0,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,76.78693,0.854184,-3.977087,1365.634689,260.219244,2:45,3.94465,2.96444,6.73392,-42.3392,4.29099,15.22339,1.19886,0.59304,69.47063,-7.124029,-1.207512,0.491479,,,,,,,,,,,,-9.35894,2.45114,-2.70754,50,3.98495,7.24899,-111.35051,0.57204,-11.56607,22.92019,-29.14485,TOL_ROC,ASH_UNI,ScottPark,TeamExclusive,Team,20241005-ScottPark-Private-1,430fabd0-8344-11ef-8cc6-2f507be82399,76.69187,,,7.3163,,,,,,,4e74ce72-b89b-450a-9909-425843ca13a9,10/5/2024,04:27.2,2024-10-05T14:04:27.1829004-04:00,2024-10-05T18:04:27.1829004Z,,v3,471468,,,"Peltz, Ben",1000370416,Right,ASH_UNI,504e3487-9e73-4c4b-99ff-ef41338af748,53.76443,-112.1227,11.4601,3.94914,1.55394,-14.57242,-2.95832,7.63866,-5.78304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,274.893116,-12.795514,1331.721472,0.975167,3:15,0.212234,-0.974806,0.068624,46.42493,55.49356,27.042288,126.385083,11.576958,0.78867,0.200684,-0.581141,19.051197,52.061431,0.200684,0.78867,0.581141,-19.051197,-52.061431,-0.200684,-0.78867,0.581141,-126.385083,-11.576958,-0.78867,-0.200684,-0.581141
242,10/5/2024,04:41.9,1,3,"Carter, Chase",10067429,Right,ASH_UNI,"Walton, Luke",10012651,Left,TOL_ROC,Undefined,8,Bottom,0,1,1,Sinker,Sinker,InPlay,Undefined,FlyBall,Out,1,0,,86.2939,-0.212174,-3.884895,2049.476422,242.482028,2:00,4.47717,2.79451,6.50601,-25.96427,10.93666,18.63458,2.11831,0.77654,78.46988,-5.127925,-0.509539,0.43721,93.88129,34.159657,-5.40131,4039.040924,108.61373,69.66618,-17.40844,323.04684,319.84669,-18.040669,5.284149,-10.91949,6.15453,-2.53049,50,4.45097,7.80327,-125.20969,-1.20262,-17.23718,26.61025,-22.45869,TOL_ROC,ASH_UNI,ScottPark,TeamExclusive,Team,20241005-ScottPark-Private-1,4bda7ec0-8344-11ef-8cc6-2f507be82399,86.21132,94.54336,,7.82401,,,,1.61369,2.23504,-0.77432,4e74ce72-b89b-450a-9909-425843ca13a9,10/5/2024,04:41.9,2024-10-05T14:04:41.9054092-04:00,2024-10-05T18:04:41.9054092Z,FlyBall,v3,471468,,,"Peltz, Ben",1000370416,Right,ASH_UNI,bedaa6b1-1ba4-4425-a009-e14c8a4f15e1,53.99288,-126.05542,13.30513,4.47785,-0.48884,-11.22934,-2.7872,8.3511,-8.61859,157.883776,1.6148,113.41344,-25.27517,6.21719,-1.42021,0.30661,-0.05346,0.00581,-0.00027,2.23637,77.27836,-18.35834,0.94694,0.17259,-0.15727,0.04347,-0.0055,0.00027,-0.7742,-10.72694,-3.61834,0.87803,-0.19962,0.04332,-0.00764,0.00084,-4.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,250.042761,-8.716011,2025.808204,0.988452,2:15,0.131762,-0.928525,-0.347102,-52.017913,-16.27838,-22.683596,158.481316,-7.301344,0.36383,-0.127088,-0.922755,7.84182,-21.335619,0.127088,-0.36383,0.922755,-7.84182,21.335619,-0.127088,0.36383,0.922755,-158.481316,7.301344,-0.36383,0.127088,-0.922755
243,10/5/2024,05:18.3,2,1,"Carter, Chase",10067429,Right,ASH_UNI,"Cote, Josh",1000367330,Right,TOL_ROC,Undefined,8,Bottom,1,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,75.01207,4.182037,-2.250282,2262.605014,104.235224,9:30,4.00952,2.891,6.55301,-43.29833,6.16863,-17.53032,4.24576,-0.63428,67.4977,-3.986297,-5.421301,0.506208,,,,,,,,,,,,8.31469,2.42709,-2.72972,50,4.28131,4.86928,-108.56174,6.81495,9.74718,22.14485,-29.32879,TOL_ROC,ASH_UNI,ScottPark,TeamExclusive,Team,20241005-ScottPark-Private-1,6196c3e0-8344-11ef-8cc6-2f507be82399,74.46038,,,7.51437,,,,,,,4e74ce72-b89b-450a-9909-425843ca13a9,10/5/2024,05:18.3,2024-10-05T14:05:18.3197708-04:00,2024-10-05T18:05:18.3197708Z,,v3,471468,,,"Peltz, Ben",1000370416,Right,ASH_UNI,f9244862-4bff-4c6a-af64-6c3c74539ddd,53.94166,-109.36282,11.07242,4.01559,7.8759,-14.6644,-2.89949,4.51668,4.87359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,84.214746,49.47826,1470.097119,0.649737,8:45,-0.707875,0.700141,0.09336,-83.804824,-12.018944,-17.113312,155.385347,57.55694,0.223443,0.843925,-0.487713,59.97595,12.911351,0.843925,0.223443,0.487713,-59.97595,-12.911351,-0.843925,-0.223443,0.487713,-155.385347,-57.55694,-0.223443,-0.843925,-0.487713
244,10/5/2024,05:31.5,2,2,"Carter, Chase",10067429,Right,ASH_UNI,"Cote, Josh",1000367330,Right,TOL_ROC,Undefined,8,Bottom,1,1,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,86.67925,0.97004,-3.14394,2169.889546,251.642236,2:30,4.52035,2.95166,6.38238,-28.96761,8.08874,20.36836,3.00016,1.75398,78.03385,-4.505398,0.540287,0.43813,,,,,,,,,,,,-11.81788,4.2415,-2.73486,50,4.57685,6.14756,-125.75177,1.27111,-18.60381,29.52259,-25.49705,TOL_ROC,ASH_UNI,ScottPark,TeamExclusive,Team,20241005-ScottPark-Private-1,6964e750-8344-11ef-8cc6-2f507be82399,86.03035,,,8.6454,,,,,,,4e74ce72-b89b-450a-9909-425843ca13a9,10/5/2024,05:31.5,2024-10-05T14:05:31.5112972-04:00,2024-10-05T18:05:31.5112972Z,,v3,471468,,,"Peltz, Ben",1000370416,Right,ASH_UNI,eb72c370-67d3-46ed-80f8-5caec67dcd9c,54.11757,-126.71476,14.7613,4.52182,2.1028,-12.74852,-2.94528,6.75439,-9.30191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,243.385481,-4.991287,2161.661195,0.996208,2:00,0.047329,-0.891996,-0.449559,-59.518128,-20.751142,-23.718551,167.428083,4.630332,0.216954,0.080727,-0.972838,4.743565,12.530218,0.080727,0.216954,0.972838,-4.743565,-12.530218,-0.080727,-0.216954,0.972838,-167.428083,-4.630332,-0.216954,-0.080727,-0.972838
245,10/5/2024,05:48.2,2,3,"Carter, Chase",10067429,Right,ASH_UNI,"Cote, Josh",1000367330,Right,TOL_ROC,Undefined,8,Bottom,1,2,0,Fastball,Sinker,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,87.39497,0.652905,-5.142931,2146.75919,249.263833,2:15,4.39891,2.84443,6.83508,-27.50143,8.31071,18.65292,2.70502,-0.3042,78.95179,-4.57737,-1.753425,0.430712,,,,,,,,,,,,-11.41012,4.58051,-2.51949,50,4.43099,10.69554,-126.58308,0.68991,-18.31848,28.37593,-24.82021,TOL_ROC,ASH_UNI,ScottPark,TeamExclusive,Team,20241005-ScottPark-Private-1,734fd040-8344-11ef-8cc6-2f507be82399,87.512,,,8.44318,,,,,,,4e74ce72-b89b-450a-9909-425843ca13a9,10/5/2024,05:48.2,2024-10-05T14:05:48.1773068-04:00,2024-10-05T18:05:48.1773068Z,,v3,471468,,,"Peltz, Ben",1000370416,Right,ASH_UNI,3e5b007d-fa1f-48f5-a8dc-948ff0c3d9b7,53.66244,-127.40143,14.18797,4.40077,1.40573,-12.41011,-2.83557,11.22385,-9.15924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,242.22938,1.543372,2145.980395,0.999637,2:00,-0.078613,-0.884135,-0.460571,-55.874376,-26.053017,-33.813613,169.536059,3.48594,0.181281,0.060804,-0.98155,3.544744,10.444362,0.060804,0.181281,0.98155,-3.544744,-10.444362,-0.060804,-0.181281,0.98155,-169.536059,-3.48594,-0.181281,-0.060804,-0.98155
246,10/5/2024,06:03.9,2,4,"Carter, Chase",10067429,Right,ASH_UNI,"Cote, Josh",1000367330,Right,TOL_ROC,Undefined,8,Bottom,1,2,1,ChangeUp,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,85.92408,1.179939,-4.233996,2047.594998,239.165276,2:00,4.48357,2.85986,6.65083,-25.01844,12.42753,18.53895,3.48172,0.52265,77.15276,-3.610198,-0.871257,0.440427,91.75145,62.197049,-69.690876,4822.292558,,,,,88.31014,,,-11.1615,6.54213,-2.5813,50,4.55304,8.53013,-124.49874,1.90573,-17.2232,28.92292,-22.07896,TOL_ROC,ASH_UNI,ScottPark,TeamExclusive,Team,20241005-ScottPark-Private-1,7cb77f70-8344-11ef-8cc6-2f507be82399,85.58157,148.00494,,8.77131,,,,2.42416,3.54436,-0.53854,4e74ce72-b89b-450a-9909-425843ca13a9,10/5/2024,06:03.9,2024-10-05T14:06:03.9689228-04:00,2024-10-05T18:06:03.9689228Z,,v3,471468,,,"Peltz, Ben",1000370416,Right,ASH_UNI,ea093232-118c-43f5-9fbd-551c60a248ac,53.84671,-125.38921,14.46146,4.48391,2.58548,-11.03948,-2.85208,9.06039,-8.6116,,2.42417,21.78492,-15.50204,4.79913,-1.21652,0.23385,-0.01468,-0.00727,0.00155,3.54436,119.03369,-28.1863,3.54331,-0.70905,0.14708,-0.03656,0.00787,-0.00084,-0.53854,-58.86507,10.64468,-2.30059,0.45365,-0.08689,0.01453,-0.0015,6.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,,248.735618,-6.550328,2034.228369,0.993472,2:15,0.068126,-0.927986,-0.366334,-50.659273,-22.726061,-32.051455,158.518786,-2.860185,0.36574,-0.049899,-0.929378,3.073295,-21.453128,0.049899,-0.36574,0.929378,-3.073295,21.453128,-0.049899,0.36574,0.929378,-158.518786,2.860185,-0.36574,0.049899,-0.929378
247,10/5/2024,06:27.4,2,5,"Carter, Chase",10067429,Right,ASH_UNI,"Cote, Josh",1000367330,Right,TOL_ROC,Undefined,8,Bottom,1,2,2,Fastball,Sinker,InPlay,Undefined,FlyBall,Out,1,0,,87.47814,1.46563,-3.959372,2071.903706,242.396985,2:00,4.46403,2.793,6.58825,-25.75958,10.73536,17.83048,3.66389,0.64505,77.91999,-3.4656,-0.727611,0.434798,85.62841,32.865387,-27.203132,3296.31444,96.01875,63.58087,-53.66936,309.5254,306.26759,-32.655115,4.761924,-10.783,5.50953,-2.52873,50,4.55386,8.08436,-126.6697,2.53155,-17.07413,32.0052,-23.45011,TOL_ROC,ASH_UNI,ScottPark,TeamExclusive,Team,20241005-ScottPark-Private-1,8ab02870-8344-11ef-8cc6-2f507be82399,86.68949,77.981,,9.55814,,,,1.3695,3.68191,-0.60819,4e74ce72-b89b-450a-9909-425843ca13a9,10/5/2024,06:27.4,2024-10-05T14:06:27.4104332-04:00,2024-10-05T18:06:27.4104332Z,FlyBall,v3,471468,,,"Peltz, Ben",1000370416,Right,ASH_UNI,4b01dbe3-7832-4fbe-b298-db64954fe538,53.90834,-127.65338,16.0026,4.46497,3.2523,-11.72505,-2.78527,8.60913,-8.53706,163.179647,1.3701,93.80996,-19.12468,4.68471,-1.01557,0.21456,-0.04017,0.00501,-0.00028,3.68341,68.11313,-16.91101,0.38475,0.35167,-0.21572,0.06006,-0.00817,0.00043,-0.6084,-48.22006,5.93977,-1.28531,0.25385,-0.05542,0.01201,-0.00169,0.0001,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,243.10437,-4.716445,2064.887884,0.996614,2:00,0.028193,-0.890624,-0.453865,-48.039177,-14.012852,-28.257381,161.060863,-6.180156,0.322677,-0.107655,-0.940367,6.5309,-18.824916,0.107655,-0.322677,0.940367,-6.5309,18.824916,-0.107655,0.322677,0.940367,-161.060863,6.180156,-0.322677,0.107655,-0.940367
248,10/5/2024,07:05.7,3,1,"Carter, Chase",10067429,Right,ASH_UNI,"Leto, Luke",691784,Left,TOL_ROC,Undefined,8,Bottom,2,0,0,ChangeUp,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,76.62519,1.782435,-4.559969,1408.000186,250.849625,2:15,4.04031,2.78393,6.97532,-40.28864,6.02843,12.75953,2.30984,-0.30913,69.39881,-5.852454,-2.233512,0.489826,,,,,,,,,,,,-8.21162,3.13189,-2.50584,50,4.1373,8.45524,-111.05105,2.48883,-10.13832,21.9906,-28.30731,TOL_ROC,ASH_UNI,ScottPark,TeamExclusive,Team,20241005-ScottPark-Private-1,a190f060-8344-11ef-8cc6-2f507be82399,76.95066,,,7.22638,,,,,,,4e74ce72-b89b-450a-9909-425843ca13a9,10/5/2024,07:05.7,2024-10-05T14:07:05.7189900-04:00,2024-10-05T18:07:05.7189900Z,,v3,471468,,,"Peltz, Ben",1000370416,Right,ASH_UNI,96f6b52f-549c-44a4-abc9-d6e289ab7988,53.52234,-111.74637,10.9953,4.04445,3.38389,-14.15366,-2.77826,8.77581,-5.06916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,272.450812,0.660914,1407.906513,0.999933,3:00,-0.039069,-0.998177,0.046011,37.248264,49.639341,12.003297,118.021181,11.223297,0.865892,0.194633,-0.460814,22.89767,59.984704,0.194633,0.865892,0.460814,-22.89767,-59.984704,-0.194633,-0.865892,0.460814,-118.021181,-11.223297,-0.865892,-0.194633,-0.460814
249,10/5/2024,07:19.7,3,2,"Carter, Chase",10067429,Right,ASH_UNI,"Leto, Luke",691784,Left,TOL_ROC,Undefined,8,Bottom,2,0,1,Fastball,Sinker,InPlay,Undefined,LineDrive,Single,0,0,,88.03562,0.964779,-4.538146,2130.782605,246.248666,2:15,4.42168,2.88384,6.61767,-25.09919,10.66398,21.24623,3.21649,0.48959,78.96918,-3.827603,-0.687814,0.430417,98.04041,13.063069,25.84406,2859.97792,97.26897,13.77544,51.36848,180.49978,161.40009,30.161038,1.583725,-12.75528,5.6528,-2.58358,50,4.47703,9.32416,-127.52915,1.45377,-20.62612,30.65356,-23.03309,TOL_ROC,ASH_UNI,ScottPark,TeamExclusive,Team,20241005-ScottPark-Private-1,a9e29bb0-8344-11ef-8cc6-2f507be82399,87.57192,14.34047,,9.06644,,,,2.06079,3.32275,-0.51876,4e74ce72-b89b-450a-9909-425843ca13a9,10/5/2024,07:19.7,2024-10-05T14:07:19.7226508-04:00,2024-10-05T18:07:19.7226508Z,LineDrive,v3,471468,,,"Peltz, Ben",1000370416,Right,ASH_UNI,e480aeb5-b623-4d9f-81b4-c972ccb555ca,53.88111,-128.45865,15.32678,4.42237,2.15219,-11.51655,-2.87579,9.9496,-10.31306,295.071368,2.0608,126.06139,-22.78652,3.99692,-0.9288,0.20601,-0.06994,0.03177,-0.00677,3.32277,32.4994,-26.15791,3.62717,-0.72608,0.09075,-0.0064,0.01605,-0.00578,-0.51877,61.06134,-2.06201,-0.01031,-0.14095,0.1377,-0.06227,0.00457,0.00251,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,244.879439,-8.522055,2107.256406,0.988959,2:15,0.099456,-0.897788,-0.429052,-51.445683,-24.072002,-27.859576,163.211529,0.149564,0.288838,0.00261,-0.957374,0.156223,16.788412,0.00261,0.288838,0.957374,-0.156223,-16.788412,-0.00261,-0.288838,0.957374,-163.211529,-0.149564,-0.288838,-0.00261,-0.957374
250,10/5/2024,07:52.1,4,1,"Carter, Chase",10067429,Right,ASH_UNI,"Sudbrook, Troy",1000182670,Left,TOL_ROC,Undefined,8,Bottom,2,0,0,Fastball,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,86.64453,0.285394,-5.342082,2158.729093,250.33182,2:15,4.4239,2.70228,6.65098,-27.50624,9.42315,22.53824,2.39406,-0.32295,77.80772,-4.947689,-1.260793,0.437379,,,,,,,,,,,,-13.5645,5.26,-2.34974,50,4.4322,10.86681,-125.37533,-0.14315,-21.22693,29.33234,-23.9427,TOL_ROC,ASH_UNI,ScottPark,TeamExclusive,Team,20241005-ScottPark-Private-1,bd388f30-8344-11ef-8cc6-2f507be82399,86.17805,,,8.83681,,,,,,,4e74ce72-b89b-450a-9909-425843ca13a9,10/5/2024,07:52.1,2024-10-05T14:07:52.1088012-04:00,2024-10-05T18:07:52.1088012Z,,v3,471468,,,"Peltz, Ben",1000370416,Right,ASH_UNI,b5514c0b-7018-4143-8c18-9729dd1d8fee,53.84664,-126.27207,14.66617,4.42538,0.58882,-11.97135,-2.69188,11.51575,-10.61346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,242.654049,-3.801757,2153.97867,0.997799,2:00,0.018947,-0.886614,-0.462122,-57.058167,-17.487406,-24.906438,166.487373,2.032345,0.233513,0.035464,-0.971707,2.090155,13.503966,0.035464,0.233513,0.971707,-2.090155,-13.503966,-0.035464,-0.233513,0.971707,-166.487373,-2.032345,-0.233513,-0.035464,-0.971707
251,10/5/2024,08:05.7,4,2,"Carter, Chase",10067429,Right,ASH_UNI,"Sudbrook, Troy",1000182670,Left,TOL_ROC,Undefined,8,Bottom,2,0,1,ChangeUp,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,77.83382,1.452341,-3.321596,1382.683151,243.441205,2:00,3.89074,3.00397,7.19053,-35.22403,9.34079,15.5065,2.27344,1.28408,70.19593,-5.297148,-0.474989,0.480471,60.04079,15.90341,-158.840515,2671.440595,,,,98.72162,59.7415,-158.955463,1.300352,-9.38945,5.01811,-2.81483,50,3.96472,6.07327,-112.98266,2.06726,-11.94008,23.69919,-25.79279,TOL_ROC,ASH_UNI,ScottPark,TeamExclusive,Team,20241005-ScottPark-Private-1,c55d8530-8344-11ef-8cc6-2f507be82399,78.44888,9.08338,,7.63789,,,,0.58449,2.11427,-1.24554,4e74ce72-b89b-450a-9909-425843ca13a9,10/5/2024,08:05.7,2024-10-05T14:08:05.7430028-04:00,2024-10-05T18:08:05.7430028Z,GroundBall,v3,471468,,,"Peltz, Ben",1000370416,Right,ASH_UNI,549faa87-4268-4547-b122-f0f5937ce4f8,53.3063,-113.67408,11.84959,3.89343,2.81976,-12.89639,-2.9971,6.42161,-5.97004,16.889509,0.58449,-78.98063,5.59639,0.0219,0.8499,-1.71985,1.90235,-1.04909,0.22331,2.11427,24.12969,-21.9085,1.9199,-0.34868,0.18202,-0.16698,0.10999,-0.02824,-1.24554,-30.57042,3.41891,-0.2502,0.44603,-0.82593,0.90814,-0.50295,0.10766,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,273.086519,4.584701,1378.258922,0.9968,3:00,-0.101848,-0.993009,0.059673,26.495063,32.031495,-3.315851,118.057148,3.940994,0.880392,0.068729,-0.46924,8.332806,61.689704,0.068729,0.880392,0.46924,-8.332806,-61.689704,-0.068729,-0.880392,0.46924,-118.057148,-3.940994,-0.880392,-0.068729,-0.46924
