PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,SpinAxis3dVectorX,SpinAxis3dVectorY,SpinAxis3dVectorZ,SpinAxis3dSeamOrientationRotationX,SpinAxis3dSeamOrientationRotationY,SpinAxis3dSeamOrientationRotationZ,SpinAxis3dSeamOrientationBallAngleHorizontalAmb1,SpinAxis3dSeamOrientationBallAngleVerticalAmb1,SpinAxis3dSeamOrientationBallXAmb1,SpinAxis3dSeamOrientationBallYAmb1,SpinAxis3dSeamOrientationBallZAmb1,SpinAxis3dSeamOrientationBallAngleHorizontalAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb2,SpinAxis3dSeamOrientationBallXAmb2,SpinAxis3dSeamOrientationBallYAmb2,SpinAxis3dSeamOrientationBallZAmb2,SpinAxis3dSeamOrientationBallAngleHorizontalAmb3,SpinAxis3dSeamOrientationBallAngleVerticalAmb3,SpinAxis3dSeamOrientationBallXAmb3,SpinAxis3dSeamOrientationBallYAmb3,SpinAxis3dSeamOrientationBallZAmb3,SpinAxis3dSeamOrientationBallAngleHorizontalAmb4,SpinAxis3dSeamOrientationBallAngleVerticalAmb4,SpinAxis3dSeamOrientationBallXAmb4,SpinAxis3dSeamOrientationBallYAmb4,SpinAxis3dSeamOrientationBallZAmb4
1,2024-10-12,12:00:06.82,1,1,"Hall, Matthew",1000370436,Right,ASH_UNI,"Miller, Cameron",10005975,Left,ASH_UNI,Undefined,1,Top,0,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,87.7361,-2.702758,-2.260908,2003.554727,235.594342,1:45,5.64484,1.69514,5.99736,-24.6856,11.77158,15.37556,1.07946,0.88034,79.9487,-7.318051,0.505527,0.434573,,,,,,,,,,,,-8.56493,7.23071,-1.52546,50,5.41837,4.3877,-127.2001,-6.79018,-13.93354,27.81114,-20.41101,ASH_UNI,ASH_UNI,AshlandUniversity,TeamExclusive,Team,20241012-AshlandUniversity-Private-1,0d423120-88b3-11ef-9b2d-a753a00dd5ee,86.73436,,,7.78741,,,,,,,2273d265-9386-42f3-9595-1dd46facdc9d,2024-10-12,16:00:06.82,2024-10-12T12:00:06.8234150-04:00,2024-10-12T16:00:06.8234150Z,,v3,,,,"Toth, John",10314025,Right,ASH_UNI,051e1a5d-9905-499e-b887-3a39f87106f7,54.49952,-128.18011,13.90557,5.64497,-6.07094,-10.20551,-1.68872,4.87869,-6.96677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-10-12,12:00:22.88,1,2,"Hall, Matthew",1000370436,Right,ASH_UNI,"Miller, Cameron",10005975,Left,ASH_UNI,Undefined,1,Top,0,1,0,Slider,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,80.9114,-1.377946,-4.405575,2076.056673,251.914266,2:30,5.56126,1.68451,6.0922,-35.5877,6.98244,17.15863,1.31704,-0.96865,74.18791,-7.9747,-1.321406,0.469596,,,,,,,,,,,,-10.15993,4.38162,-1.35371,50,5.43589,8.40843,-117.2664,-3.90308,-14.12535,22.49795,-26.08229,ASH_UNI,ASH_UNI,AshlandUniversity,TeamExclusive,Team,20241012-AshlandUniversity-Private-1,16da8d40-88b3-11ef-9b2d-a753a00dd5ee,80.26576,,,6.72349,,,,,,,2273d265-9386-42f3-9595-1dd46facdc9d,2024-10-12,16:00:22.88,2024-10-12T12:00:22.8881830-04:00,2024-10-12T16:00:22.8881830Z,,v3,,,,"Toth, John",10314025,Right,ASH_UNI,962cfd9e-7c66-4f68-8d5e-48537578bf39,54.40722,-118.10892,11.24897,5.56377,-2.92634,-13.04115,-1.6785,8.9374,-7.06267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,242.627324,9.664377,2046.593349,0.985808,2:00,-0.181159,-0.879216,-0.440637,94.098879,34.332655,-80.094297,157.893425,69.720429,0.130437,0.938013,-0.321121,71.101777,7.494825,0.938013,0.130437,0.321121,-71.101777,-7.494825,-0.938013,-0.130437,0.321121,-157.893425,-69.720429,-0.130437,-0.938013,-0.321121
3,2024-10-12,12:00:37.04,1,3,"Hall, Matthew",1000370436,Right,ASH_UNI,"Miller, Cameron",10005975,Left,ASH_UNI,Undefined,1,Top,0,2,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,87.38443,-1.396624,-1.507867,2170.904147,204.094915,12:45,5.77914,1.64104,5.92204,-18.05056,18.77025,7.82981,2.97825,0.894,79.27264,-4.844543,-0.102111,0.436735,,,,,,,,,,,,-4.42524,10.38001,-1.52462,50,5.65707,3.00351,-126.76266,-3.59365,-7.14662,27.72074,-15.4107,ASH_UNI,ASH_UNI,AshlandUniversity,TeamExclusive,Team,20241012-AshlandUniversity-Private-1,1f4e6690-88b3-11ef-9b2d-a753a00dd5ee,86.30505,,,8.11179,,,,,,,2273d265-9386-42f3-9595-1dd46facdc9d,2024-10-12,16:00:37.04,2024-10-12T12:00:37.0497958-04:00,2024-10-12T16:00:37.0497958Z,,v3,,,,"Toth, John",10314025,Right,ASH_UNI,31b29ff6-260c-4cfb-a123-c81b953f223d,54.57205,-127.75858,13.86037,5.77623,-3.03999,-7.70535,-1.63714,3.26026,-3.57331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,219.899058,21.027315,2026.342494,0.933409,1:15,-0.362838,-0.607291,-0.706786,-41.480254,-24.897262,-33.633134,164.446269,5.462067,0.266924,0.095187,-0.959005,5.668367,15.481333,0.095187,0.266924,0.959005,-5.668367,-15.481333,-0.095187,-0.266924,0.959005,-164.446269,-5.462067,-0.266924,-0.095187,-0.959005
4,2024-10-12,12:00:51.70,1,4,"Hall, Matthew",1000370436,Right,ASH_UNI,"Miller, Cameron",10005975,Left,ASH_UNI,Undefined,1,Top,0,2,1,Slider,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,80.90026,0.617217,-2.932236,2082.687188,254.866144,2:30,5.62424,1.64774,6.03817,-36.17829,6.35457,18.4741,3.18164,0.4699,73.95422,-6.109443,0.390013,0.46939,,,,,,,,,,,,-10.37898,3.48646,-1.429,50,5.65282,5.32873,-117.45356,0.15993,-14.46977,22.65883,-27.31342,ASH_UNI,ASH_UNI,AshlandUniversity,TeamExclusive,Team,20241012-AshlandUniversity-Private-1,2818eb60-88b3-11ef-9b2d-a753a00dd5ee,80.30093,,,6.94604,,,,,,,2273d265-9386-42f3-9595-1dd46facdc9d,2024-10-12,16:00:51.70,2024-10-12T12:00:51.7064614-04:00,2024-10-12T16:00:51.7064614Z,,v3,,,,"Toth, John",10314025,Right,ASH_UNI,6f2eb378-ae5f-4664-970c-254d031c3cdf,54.461,-118.31103,11.32941,5.62722,1.19355,-13.65671,-1.64102,5.87631,-7.23489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,240.626792,6.183516,2070.570102,0.994182,2:00,-0.141832,-0.865163,-0.481017,85.363418,41.358322,-87.766694,135.035052,74.256139,0.191747,0.962484,-0.191982,78.719552,11.054758,0.962484,0.191747,0.191982,-78.719552,-11.054758,-0.962484,-0.191747,0.191982,-135.035052,-74.256139,-0.191747,-0.962484,-0.191982
5,2024-10-12,12:01:17.46,1,5,"Hall, Matthew",1000370436,Right,ASH_UNI,"Miller, Cameron",10005975,Left,ASH_UNI,Undefined,1,Top,0,2,2,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,89.24637,-0.834119,-2.126943,2258.720027,211.029768,1:00,5.76081,1.57178,6.0822,-16.44387,18.36387,10.38528,3.61823,0.4686,81.51265,-3.980964,-0.257791,0.424629,,,,,,,,,,,,-5.94548,10.03457,-1.41292,50,5.68757,4.38641,-129.62239,-2.34332,-10.11743,27.04473,-15.09818,ASH_UNI,ASH_UNI,AshlandUniversity,TeamExclusive,Team,20241012-AshlandUniversity-Private-1,37669d10-88b3-11ef-9b2d-a753a00dd5ee,88.76564,,,7.73371,,,,,,,2273d265-9386-42f3-9595-1dd46facdc9d,2024-10-12,16:01:17.46,2024-10-12T12:01:17.4632358-04:00,2024-10-12T16:01:17.4632358Z,,v3,,,,"Toth, John",10314025,Right,ASH_UNI,fa6cf2dc-cefd-40ca-ba68-586abd56a51f,54.41509,-130.54032,13.52237,5.75841,-1.83087,-7.54909,-1.56762,4.7298,-5.05872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,221.348508,30.180411,1952.543135,0.864447,1:30,-0.518102,-0.578344,-0.63015,-48.197229,-28.219868,-43.099095,163.471187,5.64065,0.28312,0.098289,-0.954035,5.882118,16.446499,0.098289,0.28312,0.954035,-5.882118,-16.446499,-0.098289,-0.28312,0.954035,-163.471187,-5.64065,-0.28312,-0.098289,-0.954035
6,2024-10-12,12:01:37.38,1,6,"Hall, Matthew",1000370436,Right,ASH_UNI,"Miller, Cameron",10005975,Left,ASH_UNI,Undefined,1,Top,0,2,2,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,81.53921,-0.692847,-4.607276,1969.211264,252.044773,2:30,5.5347,1.56395,6.27804,-34.75423,6.30863,15.91812,1.99781,-1.36534,75.64633,-7.132649,-1.738893,0.461207,,,,,,,,,,,,-9.42504,3.79453,-1.23094,50,5.46633,8.97158,-118.35131,-2.46723,-13.54304,19.82051,-26.72164,ASH_UNI,ASH_UNI,AshlandUniversity,TeamExclusive,Team,20241012-AshlandUniversity-Private-1,434ba850-88b3-11ef-9b2d-a753a00dd5ee,81.72563,,,5.89287,,,,,,,2273d265-9386-42f3-9595-1dd46facdc9d,2024-10-12,16:01:37.38,2024-10-12T12:01:37.3848998-04:00,2024-10-12T16:01:37.3848998Z,,v3,,,,"Toth, John",10314025,Right,ASH_UNI,5d72029e-a7dc-4ff3-8090-15db3d1221bd,54.22257,-119.05637,9.91026,5.53719,-1.51669,-13.36082,-1.55865,9.45334,-6.77152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,242.484176,14.329016,1907.950131,0.968891,2:00,-0.27227,-0.862223,-0.427131,-85.168015,-30.277216,88.624085,169.474546,74.88297,0.047639,0.965395,-0.256403,75.125967,2.730569,0.965395,0.047639,0.256403,-75.125967,-2.730569,-0.965395,-0.047639,0.256403,-169.474546,-74.88297,-0.047639,-0.965395,-0.256403
7,2024-10-12,12:01:54.42,1,7,"Hall, Matthew",1000370436,Right,ASH_UNI,"Miller, Cameron",10005975,Left,ASH_UNI,Undefined,1,Top,0,3,2,Fastball,Four-Seam,BallCalled,Walk,Undefined,Undefined,0,0,,89.45026,-3.229208,-2.57132,2250.274589,210.081539,1:00,5.63861,1.61815,6.40134,-21.76403,12.07414,6.46158,0.84932,-0.20948,83.28,-7.290309,-1.400837,0.418673,,,,,,,,,,,,-4.02071,7.37138,-1.43685,50,5.3966,5.59611,-129.96041,-7.99193,-6.98227,23.30846,-19.3731,ASH_UNI,ASH_UNI,AshlandUniversity,TeamExclusive,Team,20241012-AshlandUniversity-Private-1,4d717760-88b3-11ef-9b2d-a753a00dd5ee,90.0284,,,6.17026,,,,,,,2273d265-9386-42f3-9595-1dd46facdc9d,2024-10-12,16:01:54.42,2024-10-12T12:01:54.4252326-04:00,2024-10-12T16:01:54.4252326Z,,v3,,,,"Toth, John",10314025,Right,ASH_UNI,f7ff686d-6bb6-4780-be8f-a5c3c0c9bec4,54.09931,-130.69355,11.65423,5.6384,-7.38257,-9.68655,-1.61633,5.81573,-3.49114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,216.844658,23.794936,2058.990742,0.914995,1:15,-0.404393,-0.570531,-0.714816,-37.425714,-43.849308,-43.247737,154.269444,11.317574,0.425698,0.196247,-0.883328,12.525825,25.194821,0.196247,0.425698,0.883328,-12.525825,-25.194821,-0.196247,-0.425698,0.883328,-154.269444,-11.317574,-0.425698,-0.196247,-0.883328
8,2024-10-12,12:02:21.15,2,1,"Hall, Matthew",1000370436,Right,ASH_UNI,"Hunt, Colton",10050479,Right,ASH_UNI,Undefined,1,Top,0,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,88.02084,-1.494602,-2.758685,2216.332557,212.911427,1:00,5.75056,1.59296,6.16625,-19.22611,16.24213,9.8315,2.76595,-0.13784,81.04178,-5.129044,-0.987292,0.428638,,,,,,,,,,,,-5.77918,9.11107,-1.38868,50,5.62719,5.76573,-127.84952,-3.89325,-9.64083,24.41182,-16.97493,ASH_UNI,ASH_UNI,AshlandUniversity,TeamExclusive,Team,20241012-AshlandUniversity-Private-1,5d5f87c0-88b3-11ef-9b2d-a753a00dd5ee,87.93529,,,6.97906,,,,,,,2273d265-9386-42f3-9595-1dd46facdc9d,2024-10-12,16:02:21.15,2024-10-12T12:02:21.1550118-04:00,2024-10-12T16:02:21.1550118Z,,v3,,,,"Toth, John",10314025,Right,ASH_UNI,ea83be25-a91b-4e9d-867a-742b58edf72e,54.33138,-128.67391,12.20591,5.74898,-3.32001,-8.48746,-1.58889,6.0913,-4.82042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,218.438056,28.674418,1944.522627,0.87736,1:15,-0.497978,-0.557757,-0.664022,-46.773657,-21.927849,-46.351159,168.879966,2.594414,0.192667,0.045266,-0.98022,2.643986,11.108491,0.045266,0.192667,0.98022,-2.643986,-11.108491,-0.045266,-0.192667,0.98022,-168.879966,-2.594414,-0.192667,-0.045266,-0.98022
9,2024-10-12,12:02:44.13,2,2,"Hall, Matthew",1000370436,Right,ASH_UNI,"Hunt, Colton",10050479,Right,ASH_UNI,Undefined,1,Top,0,0,1,Fastball,Sinker,InPlay,Undefined,GroundBall,Out,1,0,,87.80442,-1.945151,-2.161131,1960.291128,233.088855,1:45,5.76073,1.52944,6.15963,-23.84171,11.95442,14.44017,1.97504,0.7354,80.6555,-6.410742,0.444174,0.430615,,,,,,,,,,,,-8.08449,7.05402,-1.37278,50,5.60073,4.24287,-127.5378,-5.06789,-13.34761,25.64575,-20.52774,ASH_UNI,ASH_UNI,AshlandUniversity,TeamExclusive,Team,20241012-AshlandUniversity-Private-1,6b05a3f0-88b3-11ef-9b2d-a753a00dd5ee,87.53162,,,7.14892,,,,,,,2273d265-9386-42f3-9595-1dd46facdc9d,2024-10-12,16:02:44.13,2024-10-12T12:02:44.1310118-04:00,2024-10-12T16:02:44.1310118Z,,v3,,,,"Toth, John",10314025,Right,ASH_UNI,11dc82d8-0e24-48b9-827f-b2cb9f823a1f,54.33913,-128.40736,12.82288,5.76077,-4.37186,-10.26387,-1.52431,4.69544,-6.6738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-10-12,12:03:19.76,3,1,"Hall, Matthew",1000370436,Right,ASH_UNI,"Cangelosi, Jeremiah",1000099336,Right,ASH_UNI,Undefined,1,Top,1,0,0,Fastball,Sinker,InPlay,Undefined,GroundBall,Single,0,0,,86.77052,-1.918,-2.95744,2046.155991,241.895461,2:00,5.80786,1.46881,6.1428,-25.82616,11.05394,18.4521,1.88027,0.27114,79.35743,-6.752833,0.368883,0.437086,92.94207,-12.424628,-29.243517,,,,,8.82349,8.82349,-20.173809,0.052476,-10.42823,6.61969,-1.25296,50,5.64821,5.78283,-125.92007,-5.01742,-16.70099,26.17136,-21.57249,ASH_UNI,ASH_UNI,AshlandUniversity,TeamExclusive,Team,20241012-AshlandUniversity-Private-1,80582ac0-88b3-11ef-9b2d-a753a00dd5ee,86.23566,1.54081,,7.41309,,,,2.17982,1.54081,0.37363,2273d265-9386-42f3-9595-1dd46facdc9d,2024-10-12,16:03:19.76,2024-10-12T12:03:19.7658022-04:00,2024-10-12T16:03:19.7658022Z,GroundBall,v3,,,,"Toth, John",10314025,Right,ASH_UNI,7d0e1572-a3f4-4f87-b820-9387c7fabeb2,54.35617,-126.82223,13.08568,5.80834,-4.27379,-10.78624,-1.46222,6.35853,-8.3505,180,2.1787,116.28882,,,,,,,,1.5411,-29.36236,,,,,,,,0.37426,-65.10759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
